Age,NumberOfDependents,EducationLevel,MaritalStatus,HomeOwnership,ResidencyYears,State,NumberOfDependentsUnder18,EmploymentStatus,EmploymentLengthYears,EmployerType,JobCategory,AnnualIncome,MonthlyGrossIncome,SecondaryMonthlyIncome,TotalMonthlyIncome,IncomeVerified,YearsAtCurrentEmployer,SavingsBalance,CheckingBalance,InvestmentPortfolioValue,PropertyValue,VehicleValue,TotalAssets,MortgageOutstandingBalance,AutoLoanOutstandingBalance,StudentLoanOutstandingBalance,CreditHistoryLengthMonths,NumberOfOpenAccounts,NumberOfCreditCards,TotalCreditLimit,RevolvingUtilizationRate,NumberOfLatePayments30Days,NumberOfLatePayments60Days,NumberOfLatePayments90Days,NumberOfChargeOffs,NumberOfCollections,NumberOfBankruptcies,NumberOfPublicRecords,NumberOfHardInquiries12Mo,NumberOfHardInquiries24Mo,OldestAccountAgeMonths,AverageAccountAgeMonths,NumberOfSatisfactoryAccounts,DebtToIncomeRatio,RequestedLoanAmount,LoanPurpose,RequestedTermMonths,HasCoApplicant,CollateralType,CollateralValue,LoanToIncomeRatio,MonthlyPaymentEstimate,PaymentToIncomeRatio,PreviousLoanWithBank,RiskTier,InterestRate
30,1,Bachelor,Married,Living with Family,4.7,Alaska/Hawaii,1,Unemployed,2.9,Non-Profit,Service,50692.93,50000.0,,50000.0,1,1.1,8468.61,4182.02,0.0,,0.0,12650.63,,0.0,0.0,53.0,6,4,16104.22,0.4912,2,0,0,0,0,0.0,0.0,2.0,2,89,84,4,0.3726,59300.0,Personal,60,0,None,,1.1698,1063.87,0.0213,1,4,5.31
50,1,No Diploma,Single,Rent,5.7,Mountain West,0,Full-Time,1.4,Government,Technical,54459.8,16853.15,,16853.15,1,1.4,51034.49,2269.83,398312.12,,,463829.17,,0.0,,197.0,7,2,16272.95,0.3422,1,1,0,0,0,0.0,0.0,3.0,4,388,239,6,0.4313,29200.0,Personal,36,1,None,0.0,0.5362,1381.52,0.082,1,3,5.11
64,1,Bachelor,Married,Mortgage,5.2,Mountain West,1,Retired,13.0,Self,Manual,35805.12,13320.95,0.0,13320.95,0,6.3,18851.17,2851.04,148136.29,,,206631.63,169642.91,,,480.0,5,2,20762.85,0.3737,0,0,0,0,0,1.0,4.0,1.0,3,556,366,5,0.4421,11600.0,Business,60,0,None,,0.324,1215.98,0.0913,1,3,8.2
45,1,HS Diploma,Divorced,Mortgage,16.0,Southeast,0,Full-Time,,Government,Professional,71580.64,15942.67,0.0,15942.67,1,1.3,6010.25,1695.74,0.0,249179.02,0.0,256885.01,106753.45,0.0,,441.0,9,3,134837.88,0.0427,0,0,0,0,0,0.0,0.0,1.0,1,442,336,5,0.2163,15000.0,Debt Consolidation,48,0,None,,0.2096,452.75,0.0284,0,2,10.34
46,1,Bachelor,Single,Rent,4.5,Great Plains,1,Full-Time,11.2,Corporate,Technical,56754.05,3472.52,1194.54,4667.06,1,4.2,32577.84,9167.81,,,21457.33,213726.63,,26726.02,,227.0,10,6,39418.0,0.2578,0,0,0,0,0,0.0,,1.0,1,227,163,4,0.2412,9400.0,Medical,36,0,Property,,0.1656,290.68,0.0623,0,1,4.99
54,0,Some College,Single,Rent,2.3,Mountain West,0,Part-Time,12.7,SME,Sales,35991.81,17275.68,,17275.68,0,9.3,2596.54,1200.63,0.0,0.0,13515.06,17312.23,,5601.13,,548.0,9,3,40223.01,0.1151,0,0,0,0,0,0.0,0.0,0.0,0,548,354,7,0.4235,4300.0,Debt Consolidation,60,0,None,,0.1195,603.54,0.0349,0,1,7.77
69,1,Bachelor,Single,Mortgage,5.7,Southwest,1,Unemployed,25.5,Non-Profit,Management,53407.84,25274.8,0.0,25274.8,0,12.0,65097.87,1692.56,,0.0,4923.74,81076.38,0.0,0.0,,587.0,9,4,106261.29,0.4317,0,0,0,0,0,0.0,0.0,0.0,0,587,389,5,0.2478,17500.0,Personal,60,0,Property,0.0,0.3277,905.02,0.0358,1,0,4.99
40,1,Bachelor,Married,Rent,0.8,Mid-Atlantic,1,Full-Time,7.4,Government,Technical,38639.83,30226.78,1262.97,31489.75,1,2.1,40164.14,11401.58,,0.0,29370.32,80936.04,,8970.05,0.0,438.0,9,5,34658.79,0.8632,0,0,0,0,0,0.0,0.0,2.0,3,438,175,6,0.2915,14800.0,Debt Consolidation,24,0,None,,0.383,755.1,0.024,0,3,4.99
37,1,No Diploma,Married,Mortgage,1.1,Mid-Atlantic,0,Full-Time,1.4,SME,Professional,17837.61,19105.55,0.0,19105.55,0,1.3,1508.84,2435.4,,0.0,13951.43,17895.67,211381.35,0.0,0.0,300.0,9,6,17258.49,0.6171,2,0,0,0,0,0.0,0.0,6.0,6,375,253,5,0.2929,19600.0,Personal,36,1,None,,1.0988,1045.34,0.0547,0,4,9.18
71,1,Bachelor,Married,Mortgage,7.0,Great Plains,1,Part-Time,19.9,Self,Sales,71751.75,27417.79,2592.69,30010.48,0,8.7,7921.13,3931.87,48545.98,214385.67,18831.15,293615.8,85673.4,4514.13,,492.0,5,1,5036.74,0.1859,0,0,0,0,0,0.0,0.0,0.0,3,536,353,5,0.157,17700.0,Education,36,0,Property,17690.86,0.2467,770.89,0.0257,1,2,4.99
29,2,Some College,Divorced,Rent,1.9,Northeast,0,Self-Employed,3.3,Government,Technical,74751.53,50000.0,3795.69,53795.69,0,1.4,8913.01,11399.99,0.0,,,20313.0,0.0,,41167.01,76.0,5,1,20721.64,0.7267,2,0,0,0,0,0.0,0.0,4.0,4,198,101,5,0.2383,60900.0,Debt Consolidation,60,1,Savings Account,17761.24,0.8147,1677.97,0.0312,0,4,6.25
50,3,Bachelor,Single,Own,3.8,Southeast,0,Full-Time,10.9,Corporate,Service,116267.4,33229.23,1929.59,35158.82,1,5.8,13380.12,1903.18,98711.44,338980.73,0.0,452975.47,0.0,0.0,,115.0,5,5,9837.45,0.1528,0,0,0,0,0,0.0,0.0,2.0,2,320,227,3,0.1329,10200.0,Debt Consolidation,36,0,None,,0.0877,744.29,0.0212,0,0,6.84
33,1,Some College,Widowed,Own,1.8,Mid-Atlantic,0,Full-Time,,Self,Service,37540.48,29617.31,570.86,30188.17,0,1.1,7421.17,4458.64,,413984.16,6729.49,432593.46,0.0,0.0,0.0,38.0,5,3,14311.99,0.5513,3,0,0,1,1,0.0,0.0,1.0,1,193,142,3,0.1462,24600.0,Education,24,1,None,,0.6553,859.85,0.0285,0,4,8.71
27,0,Some College,Married,Rent,0.3,Northwest,0,Unemployed,4.4,Corporate,Management,39335.77,36175.75,0.0,36175.75,0,2.6,10792.78,2681.74,0.0,,,13474.52,,0.0,52620.84,368.0,7,2,21538.0,0.4023,0,0,0,0,0,0.0,0.0,0.0,2,368,264,6,0.3446,5500.0,Auto,84,1,Vehicle,,0.1398,982.62,0.0272,0,1,5.48
75,4,Bachelor,Divorced,Mortgage,8.0,Mid-Atlantic,1,Full-Time,8.3,Government,Management,207317.7,21552.0,0.0,21552.0,0,3.0,93729.43,3472.09,1000000.0,624363.59,18419.66,1739984.77,29335.27,3034.19,,594.0,12,4,41084.67,0.071,0,0,0,0,0,0.0,2.0,1.0,4,594,383,12,0.1726,22400.0,Auto,36,0,Other,58656.93,0.108,2276.07,0.1056,0,0,7.44
37,2,HS Diploma,Married,Rent,0.1,Pacific Coast,0,Full-Time,4.0,Government,Service,22649.34,10703.98,,11410.71,1,3.2,4458.22,1800.47,,,17719.8,23978.49,0.0,10364.02,,552.0,14,5,27351.72,0.3158,0,0,0,0,0,0.0,0.0,2.0,3,552,202,13,0.4545,3700.0,Home Improvement,36,0,None,,0.1634,101.2,0.0089,0,0,4.99
35,1,Bachelor,Married,Living with Family,3.2,Northeast,1,Unemployed,0.1,SME,Sales,66289.09,16922.01,0.0,16922.01,1,0.1,53487.46,6560.88,20722.54,,14702.57,95473.45,,0.0,0.0,290.0,9,5,38577.67,,0,0,0,0,0,0.0,0.0,2.0,5,290,190,5,0.1462,10900.0,Auto,24,0,Vehicle,13422.53,0.1644,291.62,0.0172,0,0,7.63
56,2,Bachelor,Divorced,Living with Family,11.3,Great Plains,0,Retired,10.2,Corporate,Sales,37444.44,13862.63,0.0,13862.63,0,4.5,29953.67,8053.32,,,26884.92,70433.57,,0.0,,439.0,9,2,40125.31,0.3969,0,0,0,0,0,0.0,0.0,0.0,1,439,208,9,0.1416,17900.0,Business,48,0,Vehicle,,0.478,836.79,0.0604,0,0,5.87
53,1,Bachelor,Single,Rent,9.1,Pacific Coast,1,Self-Employed,11.9,Government,Management,79776.35,45063.18,2824.01,47887.19,0,6.8,52689.94,1506.74,0.0,,0.0,54196.68,,0.0,,472.0,6,3,27761.47,0.062,0,0,0,0,0,0.0,0.0,0.0,0,572,376,4,0.3622,6600.0,Personal,36,0,None,0.0,0.0827,675.11,0.0141,1,2,6.73
67,1,Bachelor,Married,Mortgage,13.1,Northwest,1,Full-Time,4.9,SME,Sales,136271.4,50000.0,,51296.04,0,2.3,23976.39,3230.41,59484.32,0.0,0.0,86691.12,0.0,,,533.0,7,2,42356.1,0.1553,0,0,0,0,0,0.0,0.0,0.0,2,564,345,7,0.2918,5700.0,Medical,48,0,None,,0.0418,235.73,0.0046,0,0,4.99
64,3,No Diploma,Married,Living with Family,4.0,Northeast,1,Part-Time,4.7,Non-Profit,Professional,137068.53,49363.56,5974.57,55338.13,0,4.7,56460.35,2346.66,669854.47,,,728661.48,,,,506.0,8,2,127561.57,0.3034,0,0,0,0,0,0.0,1.0,0.0,4,536,340,5,0.1937,8200.0,Education,60,0,None,,0.0598,522.2,0.0094,0,0,5.44
44,2,Bachelor,Single,Rent,0.2,Northeast,2,Full-Time,8.1,Corporate,Sales,63836.87,44589.85,3418.89,48008.74,1,3.5,7569.46,841.97,,0.0,6243.88,75945.85,,,0.0,363.0,7,3,41049.92,,1,1,0,0,0,0.0,0.0,1.0,1,448,280,5,0.2651,34900.0,Education,36,1,Savings Account,,0.5467,1116.67,0.0233,1,3,7.54
32,0,Master,Divorced,Own,9.2,Great Plains,0,Full-Time,6.2,SME,Service,73957.1,25632.23,1779.66,27411.89,0,1.7,26245.73,5200.08,34228.24,131153.37,0.0,196827.42,0.0,0.0,92236.37,40.0,4,1,8276.83,0.3834,0,0,0,0,1,0.0,0.0,1.0,1,142,115,4,0.0998,18400.0,Auto,36,0,None,,0.2488,437.08,0.0159,1,3,4.99
56,3,Some College,Married,Mortgage,7.1,Great Plains,1,Self-Employed,3.6,Corporate,Professional,133865.11,41304.74,0.0,41304.74,1,1.1,6386.11,8618.91,143128.38,0.0,19043.98,177177.38,0.0,,,528.0,7,5,14834.44,0.1518,0,0,0,0,0,0.0,0.0,1.0,5,528,317,6,0.4312,29000.0,Auto,36,0,Property,9544.26,0.2166,663.49,0.0161,0,0,4.99
43,1,PhD,Divorced,Own,5.9,Southwest,0,Full-Time,20.5,Corporate,Manual,64728.55,22956.9,,23527.26,1,9.9,32851.38,1137.69,0.0,,12039.05,185285.97,0.0,,,111.0,4,1,26260.5,0.2007,0,0,0,0,0,0.0,0.0,3.0,5,309,193,4,0.1468,13900.0,Medical,24,1,Vehicle,0.0,0.2147,175.47,0.0075,0,1,5.01
45,2,Master,Single,Mortgage,3.7,Alaska/Hawaii,0,Full-Time,4.0,Government,Sales,81114.84,38474.14,2062.78,40536.92,1,1.6,159141.93,8080.98,0.0,0.0,9403.46,176626.37,,3325.63,,521.0,10,4,129168.46,0.1791,0,0,0,0,0,0.0,0.0,1.0,4,521,272,6,0.1346,5100.0,Debt Consolidation,48,0,None,,0.0629,389.13,0.0096,0,1,5.8
43,0,HS Diploma,Single,Living with Family,14.7,Great Plains,0,Full-Time,4.1,Corporate,Management,36558.52,17373.66,,17373.66,0,4.1,7905.83,6185.03,,,,33389.8,,8463.85,,301.0,8,2,66719.92,0.1927,0,0,0,0,0,0.0,0.0,0.0,0,301,214,6,0.4336,3700.0,Home Improvement,84,0,None,,0.1012,789.98,0.0455,1,1,8.48
30,1,Bachelor,Widowed,Living with Family,13.1,Mid-Atlantic,0,Part-Time,2.9,Government,Manual,39539.2,50000.0,0.0,50000.0,1,1.9,2796.14,487.44,,,,89219.22,,20600.87,0.0,75.0,11,5,63992.92,0.5993,2,1,1,0,0,0.0,0.0,,1,75,22,5,0.3398,6600.0,Debt Consolidation,36,0,Property,31193.98,0.1669,332.52,0.0067,1,4,16.05
45,1,Master,Married,Rent,0.4,Alaska/Hawaii,1,Full-Time,5.0,Corporate,Management,56789.53,21030.04,0.0,21030.04,1,1.6,6032.4,1085.55,0.0,,,7117.95,,0.0,,457.0,6,0,82505.64,0.3597,0,0,0,0,0,0.0,0.0,4.0,4,510,352,6,0.3621,57100.0,Debt Consolidation,36,0,None,,1.0055,275.93,0.0131,1,2,5.37
35,2,HS Diploma,Married,Mortgage,1.5,Mountain West,0,Full-Time,1.7,Corporate,Service,64950.96,29673.61,0.0,29673.61,0,1.3,53535.89,2231.29,50652.33,,11065.94,299725.55,0.0,0.0,9995.2,421.0,13,4,56130.83,0.3155,0,0,0,0,0,0.0,2.0,2.0,2,421,126,11,0.0948,16800.0,Debt Consolidation,60,0,Property,9810.75,0.2587,1041.14,0.0351,0,0,4.99
31,2,HS Diploma,Divorced,Rent,2.8,Southwest,0,Full-Time,3.7,SME,Professional,152987.79,50000.0,0.0,50000.0,1,2.3,3194.09,1695.91,,,8391.07,13281.07,,0.0,,146.0,7,5,41594.77,0.0235,0,0,0,0,0,0.0,0.0,2.0,4,258,124,2,0.5155,67100.0,Debt Consolidation,36,0,None,,0.4386,2129.91,0.0426,0,0,4.99
41,2,Some College,Married,Rent,11.0,Midwest,1,Retired,8.9,Government,Sales,56690.98,27365.14,0.0,27365.14,1,6.3,9204.0,6821.75,0.0,,,49094.6,,,0.0,155.0,12,6,73257.42,0.1268,0,0,0,0,0,0.0,0.0,1.0,5,155,46,6,0.4033,9200.0,Debt Consolidation,36,1,None,0.0,0.1623,342.04,0.0125,0,0,6.61
21,2,Some College,Single,Own,6.9,Southwest,1,Retired,1.8,Government,Technical,27318.14,8894.79,919.51,9814.3,0,0.8,10609.76,1516.67,,401178.31,,455118.56,,,11646.86,15.0,6,1,78462.73,0.0649,0,0,0,0,0,0.0,3.0,0.0,0,42,14,3,0.2336,4200.0,Business,36,0,None,,0.1537,602.81,0.0614,0,2,4.99
41,1,Some College,Married,Mortgage,1.6,Southeast,1,Retired,14.8,Corporate,Technical,27058.03,16619.69,0.0,16619.69,0,7.8,3496.37,3384.1,,183387.63,23313.6,213581.7,0.0,4184.4,0.0,293.0,8,3,20620.2,0.6141,0,0,0,0,0,1.0,0.0,1.0,3,293,140,6,0.1789,9900.0,Debt Consolidation,48,1,None,,0.3659,581.65,0.035,0,3,5.64
25,1,HS Diploma,Married,Mortgage,3.8,Pacific Coast,0,Full-Time,1.9,SME,Professional,114771.11,50000.0,2180.76,52180.76,1,1.3,14437.9,5458.36,,153714.37,,187341.08,70590.83,0.0,21560.78,87.0,6,2,66451.77,0.4301,0,0,0,0,0,0.0,0.0,3.0,5,117,101,2,0.4926,6500.0,Business,36,0,None,,0.0566,277.04,0.0053,0,2,6.98
27,2,Bachelor,Single,Mortgage,0.4,Northwest,0,Full-Time,2.8,Corporate,Technical,48671.89,13015.69,,13015.69,0,1.0,37109.98,7047.11,4296.55,697919.43,4803.23,751176.3,,0.0,0.0,46.0,8,1,22988.74,0.5579,2,1,0,0,0,0.0,0.0,3.0,3,57,44,8,0.2265,3500.0,Home Improvement,36,0,None,,0.0719,155.3,0.0119,1,4,8.54
58,2,Some College,Single,Rent,2.3,Pacific Coast,0,Part-Time,7.9,Corporate,Professional,107466.82,15075.03,,17900.19,0,2.6,36641.78,9088.07,65529.82,,,116412.64,,0.0,,453.0,5,3,29336.97,0.2267,0,0,0,0,0,0.0,0.0,1.0,2,583,385,3,0.032,10300.0,Personal,48,0,Vehicle,,0.0958,942.53,0.0527,0,2,7.37
31,2,Bachelor,Single,Rent,3.5,Southeast,0,Full-Time,0.3,Non-Profit,Sales,89370.62,22178.93,0.0,22178.93,1,0.1,3719.54,3221.82,289998.27,,22649.74,319589.37,,16033.01,0.0,20.0,6,0,24098.6,0.2779,1,0,0,0,0,0.0,0.0,1.0,2,39,11,6,0.1266,27000.0,Auto,60,0,None,,0.3021,1240.63,0.0559,0,0,4.99
48,2,No Diploma,Married,Mortgage,9.2,Mid-Atlantic,1,Full-Time,4.0,Corporate,Professional,15000.0,6553.61,0.0,6553.61,1,4.0,1902.34,2845.71,,0.0,,45157.56,0.0,,,168.0,5,1,23342.36,0.8185,1,0,0,2,2,2.0,0.0,1.0,1,199,193,5,0.2524,18500.0,Personal,24,0,None,0.0,1.2333,461.34,0.0704,1,4,35.99
43,2,No Diploma,Divorced,Own,1.6,Northeast,0,Full-Time,2.7,Self,Professional,26336.54,15356.52,0.0,15356.52,1,2.6,5381.57,3856.59,,273000.35,14879.18,297117.69,0.0,,0.0,533.0,10,6,51719.49,0.2729,1,1,1,1,0,0.0,0.0,0.0,1,550,362,4,0.4591,12100.0,Debt Consolidation,48,1,Vehicle,17093.27,0.4594,703.21,0.0458,0,4,12.48
38,3,Some College,Married,Mortgage,1.9,Great Plains,2,Retired,8.5,Corporate,Sales,40698.93,24646.91,0.0,24646.91,1,5.7,4216.0,1634.98,0.0,224879.49,12990.93,243721.4,67091.24,0.0,,77.0,4,0,13227.44,0.1697,0,0,0,0,0,0.0,0.0,1.0,3,132,128,4,0.473,13000.0,Debt Consolidation,24,1,None,,0.3194,325.5,0.0132,0,0,8.63
33,2,HS Diploma,Single,Living with Family,11.8,Mid-Atlantic,1,Full-Time,0.8,Government,Professional,44146.3,29925.31,0.0,29925.31,1,0.4,1841.98,4569.48,,,36795.35,52514.76,,0.0,,269.0,13,6,61367.06,0.65,2,1,1,1,1,0.0,0.0,2.0,4,269,80,8,0.1373,7100.0,Auto,36,0,Other,76905.79,0.1608,268.39,0.009,0,4,12.49
51,2,Master,Married,Living with Family,11.5,Southeast,1,Full-Time,20.2,SME,Sales,36524.05,14438.48,1317.51,15755.99,0,9.0,3304.7,1764.05,0.0,,,13883.72,,0.0,,369.0,7,2,51766.81,0.7759,0,0,0,0,0,0.0,0.0,1.0,1,369,267,5,0.2972,7500.0,Home Improvement,48,0,None,,0.2053,368.85,0.0234,1,3,4.99
37,0,HS Diploma,Divorced,Mortgage,1.3,Mountain West,0,Part-Time,3.9,Corporate,Service,88076.24,47542.88,0.0,47542.88,1,3.9,16518.18,8140.01,17134.25,326287.0,8938.18,377017.62,81029.03,3891.91,,,8,2,55709.42,0.8269,1,0,0,0,0,0.0,0.0,3.0,3,159,55,6,0.1207,37200.0,Other,12,0,None,,0.4224,339.57,0.0071,0,3,4.99
21,2,Bachelor,Married,Rent,0.4,Pacific Coast,1,Full-Time,0.3,Non-Profit,Technical,40247.51,16832.79,,16832.79,1,0.1,7739.11,715.96,0.0,,30801.21,39256.28,,14635.1,0.0,63.0,4,1,46473.51,0.273,1,1,0,0,0,0.0,0.0,2.0,8,184,179,2,0.2548,5000.0,Debt Consolidation,36,0,None,,0.1242,366.58,0.0218,0,3,7.4
55,2,Bachelor,Divorced,Rent,2.1,Southwest,0,Full-Time,9.9,SME,Sales,115844.92,50000.0,0.0,50000.0,0,6.1,2933.18,4913.83,,,,75268.48,0.0,4327.17,,428.0,7,2,83301.28,0.076,0,0,0,0,0,0.0,0.0,0.0,1,444,277,5,0.5706,5900.0,Education,36,0,None,,0.0509,1098.12,0.022,1,0,4.99
21,1,Bachelor,Single,Mortgage,2.3,Southwest,0,Full-Time,7.0,Self,Professional,112903.68,50000.0,,50000.0,1,2.3,14729.81,874.78,31096.23,32606.7,,86223.48,,0.0,40996.28,181.0,14,5,89371.79,0.11,0,0,0,0,0,0.0,1.0,0.0,2,181,54,8,0.2118,8000.0,Personal,36,0,None,,0.0709,352.36,0.007,0,1,4.99
48,1,Bachelor,Divorced,Mortgage,7.0,Mid-Atlantic,1,Full-Time,12.7,Corporate,Technical,72004.52,15697.09,0.0,15697.09,1,4.4,2941.61,9643.46,,101415.69,10096.58,146593.27,0.0,,,178.0,8,4,40639.62,0.1552,1,0,0,0,0,0.0,0.0,0.0,2,364,207,4,0.2388,1500.0,Home Improvement,60,0,None,,0.0208,143.55,0.0091,0,1,4.99
38,1,PhD,Married,Rent,4.6,Mountain West,1,Full-Time,1.8,Self,Manual,52440.52,27821.96,0.0,27821.96,1,0.3,6382.54,1017.85,0.0,0.0,50249.78,57650.17,,0.0,0.0,340.0,6,3,42085.35,0.4706,0,0,0,0,0,0.0,0.0,1.0,1,506,336,3,0.2418,28900.0,Debt Consolidation,36,0,Savings Account,68487.54,0.5511,1509.64,0.0543,1,1,6.14
40,2,Master,Married,Rent,0.9,Northeast,1,Full-Time,,SME,Technical,57117.46,29331.15,0.0,29331.15,0,1.3,24330.33,709.71,31457.64,,7219.49,63717.17,0.0,,,407.0,8,3,42171.7,0.1275,0,0,0,0,0,1.0,4.0,0.0,2,422,274,5,0.1384,8100.0,Medical,60,1,None,,0.1418,655.73,0.0224,0,3,5.52
38,1,HS Diploma,Married,Own,4.0,Alaska/Hawaii,0,Full-Time,15.5,Government,Service,34981.7,43040.77,639.48,43680.25,0,11.3,5151.89,874.38,,0.0,24121.9,30148.17,0.0,1842.89,,327.0,12,3,65248.68,0.2308,0,0,0,0,0,0.0,,1.0,2,327,98,10,0.4668,27300.0,Business,36,0,None,,0.7804,1263.76,0.0289,0,0,4.99
40,1,HS Diploma,Single,Mortgage,3.1,Midwest,1,Full-Time,6.7,Government,Professional,18375.33,18594.66,0.0,18594.66,0,4.8,3021.1,1836.73,0.0,234683.45,25502.89,265044.17,48370.5,0.0,,369.0,9,2,66400.16,,3,1,1,1,1,0.0,0.0,0.0,1,427,288,6,0.3919,4900.0,Education,36,0,None,,0.2667,734.79,0.0395,0,4,18.09
70,1,Some College,Married,Mortgage,7.3,Great Plains,1,Full-Time,9.1,SME,Management,26372.53,9007.6,,11091.11,1,4.3,695.25,1435.82,,0.0,42250.38,45865.44,0.0,,,571.0,4,1,7663.13,0.1766,0,0,0,0,0,0.0,0.0,1.0,2,595,395,4,0.4977,24200.0,Personal,24,0,Vehicle,,0.9176,668.64,0.0603,0,2,9.2
48,1,Bachelor,Divorced,Own,0.6,Northeast,0,Full-Time,1.7,Self,Sales,71001.52,17216.5,0.0,17216.5,1,0.8,28559.52,5588.46,59771.69,341274.57,11369.44,446563.68,0.0,4101.44,,518.0,9,1,52051.21,0.4964,0,0,0,0,0,0.0,0.0,2.0,2,527,336,9,0.1072,12900.0,Debt Consolidation,36,1,None,,0.1817,301.81,0.0175,1,0,4.99
44,5,Bachelor,Married,Mortgage,4.0,Great Plains,1,Full-Time,5.6,Self,Management,40887.59,34903.5,0.0,34903.5,1,2.3,23879.47,778.98,0.0,89644.38,,114302.83,,,,243.0,9,5,16318.03,0.4429,0,0,0,0,1,1.0,1.0,5.0,5,243,113,8,0.5169,43500.0,Home Improvement,36,1,Other,36831.25,1.0639,1631.43,0.0467,0,4,5.14
29,0,No Diploma,Divorced,Own,6.9,Great Plains,0,Part-Time,2.1,Government,Service,17597.33,18753.04,5712.86,24465.9,1,2.1,4269.73,601.75,,185932.71,0.0,190804.19,0.0,,,127.0,5,2,10414.88,0.2454,0,0,0,0,0,0.0,0.0,1.0,3,256,134,4,0.2209,14500.0,Debt Consolidation,12,0,None,,0.824,1098.4,0.0449,1,1,7.39
43,1,HS Diploma,Single,Own,4.4,Northwest,1,Full-Time,8.0,Corporate,Professional,102871.89,15139.83,1341.42,16481.25,1,3.9,1318.35,3568.9,17150.07,160859.09,0.0,182896.41,0.0,0.0,0.0,343.0,9,3,83752.09,0.0562,0,0,0,0,0,0.0,0.0,2.0,4,343,141,6,0.2466,94800.0,Debt Consolidation,84,1,None,0.0,0.9215,1575.69,0.0956,1,2,4.99
40,2,HS Diploma,Divorced,Mortgage,4.1,Southwest,1,Full-Time,3.9,SME,Sales,59373.78,50000.0,,50000.0,0,3.9,7269.94,4540.84,0.0,47319.72,11657.32,70787.82,0.0,0.0,,170.0,6,2,17964.19,0.3689,1,1,0,0,0,0.0,0.0,1.0,2,329,275,4,0.1735,4300.0,Debt Consolidation,60,0,Savings Account,,0.0724,588.26,0.0118,0,2,4.99
32,2,No Diploma,Married,Mortgage,3.7,Mountain West,0,Unemployed,1.6,Corporate,Professional,49526.22,50000.0,0.0,50000.0,1,1.5,2298.64,2683.84,0.0,,11605.33,109941.45,0.0,9240.16,0.0,130.0,6,1,41136.09,0.6467,1,1,0,0,0,0.0,0.0,2.0,2,130,107,6,0.2694,39200.0,Auto,48,1,None,,0.7915,1030.93,0.0206,0,4,10.16
27,3,Bachelor,Widowed,Rent,1.7,Pacific Coast,2,Full-Time,0.4,Government,Service,31891.61,5923.59,0.0,5923.59,1,0.1,4533.28,4659.43,,0.0,13320.53,22513.24,0.0,0.0,,345.0,13,5,104176.74,0.7533,1,0,0,0,0,0.0,3.0,5.0,5,345,103,9,0.0548,19300.0,Debt Consolidation,24,0,None,,0.6052,235.1,0.0397,0,3,7.31
42,2,Bachelor,Divorced,Rent,0.9,Southeast,0,Full-Time,1.9,Government,Sales,51576.75,31943.76,0.0,31943.76,1,1.0,31076.9,1265.06,1612.46,,,38024.99,,0.0,,247.0,4,2,5610.91,0.1765,0,0,0,0,0,1.0,1.0,3.0,7,476,318,4,0.2272,28800.0,Debt Consolidation,36,0,None,,0.5584,1001.09,0.0313,0,3,5.57
44,1,Master,Single,Mortgage,2.1,Southwest,0,Full-Time,17.2,Self,Manual,25435.98,25719.04,6126.37,31845.41,1,7.9,1329.49,855.95,,42062.96,,44248.4,26474.77,0.0,,384.0,6,1,22997.04,0.8079,1,1,1,2,2,2.0,0.0,0.0,0,421,260,6,0.4442,16400.0,Debt Consolidation,36,0,None,,0.6448,609.92,0.0192,0,4,35.07
43,4,HS Diploma,Divorced,Mortgage,9.9,Northeast,0,Full-Time,2.6,Non-Profit,Sales,29056.32,49840.51,0.0,49840.51,1,2.3,1427.19,2095.48,,0.0,,13481.29,0.0,19321.24,,317.0,11,4,36157.12,0.4901,1,0,0,1,0,0.0,0.0,1.0,4,317,95,9,0.1668,12100.0,Personal,24,0,None,0.0,0.4164,375.89,0.0075,0,3,8.09
37,3,Bachelor,Married,Living with Family,6.3,Midwest,1,Full-Time,1.9,SME,Service,39675.34,8910.14,475.5,9385.64,1,0.5,10296.56,1550.82,23897.12,0.0,,41144.38,0.0,0.0,12322.08,222.0,7,3,29121.69,0.2545,0,0,0,0,0,,0.0,1.0,1,277,187,4,0.0945,15400.0,Home Improvement,24,0,Property,14131.18,0.3882,161.02,0.0172,0,1,5.71
64,1,HS Diploma,Divorced,Mortgage,23.0,Mid-Atlantic,0,Full-Time,7.1,Corporate,Professional,28638.0,49907.53,3438.84,53346.37,1,3.2,3014.89,652.97,12010.66,,,15678.52,0.0,0.0,,311.0,7,2,19086.48,0.6005,3,1,1,1,0,0.0,0.0,1.0,2,515,252,7,0.1911,15800.0,Auto,48,1,Property,0.0,0.5517,686.64,0.0129,0,4,12.9
42,1,Bachelor,Married,Mortgage,6.3,Great Plains,0,Self-Employed,7.7,Self,Manual,84746.37,28055.16,0.0,28055.16,1,5.0,16346.99,5433.64,45999.2,140894.58,,208674.41,0.0,0.0,,346.0,14,7,75679.79,0.2717,0,0,0,0,0,0.0,0.0,2.0,4,346,103,7,0.3172,34700.0,Auto,36,0,None,,0.4095,2253.88,0.0803,0,0,4.99
